Dede,Francene,9,Dede.Francene@essca.eu
Selia,Ietta,8,Selia.Ietta@essca.eu
Melisent,Gilmour,9,Melisent.Gilmour@essca.eu
Agnese,Raffo,9,Agnese.Raffo@essca.eu
Marika,Warthman,7,Marika.Warthman@essca.eu
Lenna,Schlosser,9,Lenna.Schlosser@essca.eu
Penelopa,Roumell,9,Penelopa.Roumell@essca.eu
Molli,Sprage,8,Molli.Sprage@essca.eu
Rochette,Lilas,7,Rochette.Lilas@essca.eu
Desirae,Solitta,8,Desirae.Solitta@essca.eu
Raf,Rudolph,8,Raf.Rudolph@essca.eu
Aryn,Belanger,8,Aryn.Belanger@essca.eu
Althea,Hoban,8,Althea.Hoban@essca.eu
Krystle,Juan,9,Krystle.Juan@essca.eu
Rani,Afton,9,Rani.Afton@essca.eu
Alisha,Sigfrid,9,Alisha.Sigfrid@essca.eu
Correy,Warthman,9,Correy.Warthman@essca.eu
Marguerite,Wildermuth,8,Marguerite.Wildermuth@essca.eu
Elfreda,Mullane,8,Elfreda.Mullane@essca.eu
Melodie,Yuille,8,Melodie.Yuille@essca.eu
Ginnie,Zeeba,8,Ginnie.Zeeba@essca.eu
Jacenta,Mike,7,Jacenta.Mike@essca.eu
Oralee,Mullane,8,Oralee.Mullane@essca.eu
Keelia,Skell,7,Keelia.Skell@essca.eu
Merci,Afton,7,Merci.Afton@essca.eu
Cindelyn,Loeb,9,Cindelyn.Loeb@essca.eu
Tressa,Florina,7,Tressa.Florina@essca.eu
